gene_symbol_A	hprd_id_A	protein_accession_A	gene_symbol_B	hrpd_id_B	protein_accession_B
RAPGEF2	19358	NP_055062.1	RAP1A	1545	NP_002875.1
RAPGEF2	19358	NP_055062.1	RAP2B	1548	NP_002877.2
SMAD1	3356	NP_005891.1	COL4A1	359	NP_001836.2
FRMD4B	19415	NP_055938.1	CYTH3	5469	NP_004218.1
TOPORS	11642	NP_005793.2	TOP1	535	NP_003277.1
NECAB3	7168	NP_112509.3	APP	100	NP_000475.1
PALLD	9731	NP_057165.3	ACTN1	20	NP_001123476.1
CRX	3748	NP_000545.1	BANF1	4817	AAC08964.1
TRAF6	3833	NP_665802.1	UBE2N	4725	NP_003339.1
NCOA6	5599	NP_054790.2	E2F1	1806	NP_005216.1
NGB	5602	NP_067080.1	FLOT1	6105	NP_005794.1
RAPGEF2	19358	NP_055062.1	CTNNB1	286	NP_001895.1
CXorf27	19386	NP_036406.1	HTT	883	NP_002102.4
BTBD1	12251	NP_079514.1	TOP1	535	NP_003277.1
OPRM1	2484	NP_001138751.1	FLNA	2060	NP_001104026.1
RAPGEF2	19358	NP_055062.1	MAGI2	16212	NP_036433.2
NR3C2	2991	NP_000892.2	PIAS3	9068	NP_006090.2
EXOC6B	19418	NP_056004.1	RALA	1549	NP_005393.2
ACTC1	15	NP_005150.1	SLC4A1	175	NP_000333.1
MERTK	5269	NP_006334.2	VAV1	1284	NP_005419.2
FHOD1	6049	NP_037373.2	CR2	399	NP_001006659.1
PRDX1	1458	NP_002565.1	MYC	1818	NP_002458.2
ACTN4	5222	NP_004915.2	SERPINE1	1418	NP_000593.1
HMBS	1440	NP_000181.2	RANBP9	4835	NP_005484.2
BTBD2	12252	NP_060267.2	TOP1	535	NP_003277.1
AR	2437	NP_000035.2	RBAK	16296	NP_066986.1
PPIL2	8472	NP_680481.1	CRNKL1	9898	NP_057736.4
UBOX5	15605	NP_055763.1	VCP	3013	NP_009057.1
STAT4	2779	NP_003142.1	STAT4	2779	NP_003142.1
ASAP1	5809	NP_060952.2	PTK2B	3131	NP_004094.3
STUB1	6232	NP_005852.2	DYX1C1	10568	NP_570722.2
STUB1	6232	NP_005852.2	HSPA4	9025	NP_002145.3
EP300	4078	NP_001420.2	RAN	3109	NP_006316.1
SERPINB2	1420	NP_002566.1	PSMB1	3603	NP_002784.1
COIL	2605	NP_004636.1	LNX1	17287	NP_001119800.1
CTNNB1	286	NP_001895.1	RXRA	1577	NP_002948.1
DRD3	540	NP_000787.2	EEF1G	11745	NP_001395.1
DRD3	540	NP_000787.2	EEF1B2	2804	NP_001950.1
RCAN1	4226	NP_004405.3	UXT	2209	NP_705582.1
LRFN1	19353	NP_065913.1	DLG4	4199	NP_001356.1
NR3C1	679	NP_001019265.1	NR2F2	139	NP_066285.1
PARP1	1435	NP_001609.2	LIG3	2966	NP_039269.2
PHB2	17843	NP_009204.1	HDAC1	3143	NP_004955.2
AFF1	8871	NP_005926.1	SIAH1	3736	NP_001006611.1
TOP2B	537	NP_001059.2	TOP2A	536	NP_001058.2
AFF1	8871	NP_005926.1	SIAH2	3737	NP_005058.3
S100P	2792	NP_005971.1	S100A4	15914	NP_002952.1
S100P	2792	NP_005971.1	S100A2	1508	NP_005969.1
AFF1	8871	NP_005926.1	MLLT3	1163	NP_004520.2
DLL1	5957	NP_005609.3	MAGI2	16212	NP_036433.2
PSMC5	3400	NP_002796.4	NR1I2	4346	NP_071285.1
PSMC5	3400	NP_002796.4	VDR	3463	NP_000367.1
WWOX	5501	NP_057457.1	MAPK8	3100	NP_620637.1
TEAD1	1802	NP_068780.1	MEF2B	2808	NP_005910.1
TEAD1	1802	NP_068780.1	MEF2C	2809	NP_002388.2
JUN	1302	NP_002219.1	TOP2A	536	NP_001058.2
GLOD4	12678	AAD34145.1	NUDT9	9353	NP_076952.1
KLK5	5732	NP_036559.1	SERPINA1	2463	NP_000286.3
ARID3A	10343	NP_005215.1	E2F2	2692	NP_004082.1
ARID3A	10343	NP_005215.1	SP100	6844	NP_001073860.1
ARID3A	10343	NP_005215.1	UBE2E3	5000	NP_006348.1
ARID3A	10343	NP_005215.1	E2F4	2806	NP_001941.2
NOS2	1225	NP_000616.3	ACTB	32	NP_001092.1
PRKCA	1498	NP_002728.1	TOP2A	536	NP_001058.2
JAG1	3562	NP_000205.1	THBS1	1765	NP_003237.2
TPR	8927	AAB48030.1	IFI16	969	NP_005522.2
NPW	19395	NP_001092926.2	NPBWR1	2840	NP_005276.2
TOX2	12734	NP_001092267.1	ZNF461	16358	NP_694989.2
DDC	145	NP_000781.1	AR	2437	NP_000035.2
RGS20	6225	NP_733466.1	GNAI1	756	NP_002060.4
TRPV6	5982	NP_061116.2	TRPV6	5982	NP_061116.2
TRPC1	11894	NP_003295.1	CAV1	3028	NP_001744.2
PRKCB	1499	NP_002729.2	TOP2A	536	NP_001058.2
DEK	503	NP_003463.1	DEK	503	NP_003463.1
DAXX	4424	NP_001135442.1	HSF1	778	NP_005517.1
CFL1	3261	NP_005498.1	CLCN5	2053	NP_001121370.1
DDX4	5593	NP_077726.1	RANBP9	4835	NP_005484.2
CIB1	3800	NP_006375.2	TERT	1754	NP_003210.1
ARID3A	10343	NP_005215.1	PML	23	NP_150241.2
ZEB2	5780	NP_055610.1	CTBP1	4015	NP_001319.1
INSC	18803	NP_001027024.3	PARD3	5994	NP_062565.2
INSC	18803	NP_001027024.3	PARD3B	9795	NP_689739.4
PRKCG	1502	NP_002730.1	TOP2A	536	NP_001058.2
PSMD11	5119	NP_002806.2	NFKB2	1239	NP_001070962.1
INSC	18803	NP_001027024.3	GPSM1	17075	NP_001139110.1
JAZF1	9373	NP_778231.2	NR2C2	3253	NP_003289.2
SIAH1	3736	NP_001006611.1	RBBP8	4990	AAH30590.1
NFKB1	1238	NP_003989.2	PDCD11	18752	NP_055791.1
ESRRA	7210	NP_004442.3	PPARGC1A	5155	NP_037393.1
RB1	1574	NP_000312.2	TOP2A	536	NP_001058.2
FLNA	2060	NP_001104026.1	PRKCA	1498	NP_002728.1
TXK	2505	NP_003319.2	TH1L	16096	NP_945327.1
SCN5A	2543	NP_932173.1	NEDD4L	5903	NP_001138439.1
CHN1	319	NP_001813.1	CDK5R1	4586	NP_003876.1
TP53	1859	NP_000537.3	TOP2A	536	NP_001058.2
CHN1	319	NP_001813.1	CDK5	449	NP_004926.1
DAOA	7591	NP_758958.3	DAO	15917	NP_001908.3
PDCD6IP	6425	NP_037506.2	VPS28	11675	NP_898880.1
KIR3DS1	10034	NP_055329.1	TYROBP	4996	NP_003323.1
WAS	2314	NP_000368.1	C5AR1	224	NP_001727.1
GNAO1	757	NP_066268.1	RGS1	15968	NP_002913.3
RASSF1	5470	NP_733832.1	MAP1B	1139	NP_005900.2
PIN1	3031	NP_006212.1	TOP2A	536	NP_001058.2
BAT3	808	NP_004630.3	EP300	4078	NP_001420.2
FHOD1	6049	NP_037373.2	PRKG1	8910	NP_006249.1
CCNB1IP1	7000	NP_067001.3	UBE2L3	4762	NP_003338.1
OBSCN	10551	NP_001092093.1	MYH2	1173	NP_060004.3
HDAC1	3143	NP_004955.2	TOP2A	536	NP_001058.2
NR1I2	4346	NP_071285.1	NCOR2	2910	NP_006303.3
HTRA1	3725	NP_002766.1	LRP10	14311	NP_054764.2
HTRA1	3725	NP_002766.1	COL1A1	362	NP_000079.2
HTRA1	3725	NP_002766.1	CAST	233	NP_001741.4
ABL1	1809	NP_009297.2	DDB1	10952	NP_001914.3
HTRA1	3725	NP_002766.1	FCHSD2	13321	NP_055639.2
HTRA1	3725	NP_002766.1	GOLGA2	3989	NP_004477.3
HTRA1	3725	NP_002766.1	PARD6B	18703	NP_115910.1
HTRA1	3725	NP_002766.1	CDYL	4803	NP_004815.3
HTRA1	3725	NP_002766.1	COX5A	4799	NP_004246.2
DFFB	3532	NP_004393.1	TOP2A	536	NP_001058.2
CNOT4	5369	NP_037448.2	UBE2D2	4268	NP_003330.1
AKT1	1261	NP_005154.2	PHB2	17843	NP_009204.1
CNOT4	5369	NP_037448.2	UBE2B	1533	NP_003328.1
CNOT4	5369	NP_037448.2	UBE2E1	4225	NP_003332.1
CNOT4	5369	NP_037448.2	UBE2E3	5000	NP_006348.1
HTRA1	3725	NP_002766.1	COL3A1	365	NP_000081.1
ABL1	1809	NP_009297.2	DDB2	2886	NP_000098.1
PHB2	17843	NP_009204.1	MYOD1	1166	NP_002469.2
SCRIB	6984	NP_874365.2	ARHGEF7	5688	NP_001106983.1
PHB2	17843	NP_009204.1	MEF2A	2807	NP_005578.2
SUMO1	3554	NP_003343.1	TOP2A	536	NP_001058.2
PKD1	3203	NP_001009944.2	SIAH1	3736	NP_001006611.1
SP1	1796	NP_612482.2	TBP	2511	NP_003185.1
RAN	3109	NP_006316.1	SPAG8	12039	NP_758516.1
GATA2	673	NP_116027.2	RARA	6769	NP_000955.1
RORC	4250	NP_005051.2	CHD4	4472	AAH38596.1
DYNLL1	3334	NP_003737.1	PAK1	3995	AAC24716.1
MINK1	11366	NP_722549.2	YWHAB	3184	NP_003395.1
MINK1	11366	NP_722549.2	YWHAZ	3183	NP_003397.1
XPO1	3975	NP_003391.1	TOP2A	536	NP_001058.2
MINK1	11366	NP_722549.2	ACTA2	31	NP_001604.1
MINK1	11366	NP_722549.2	TUBA1B	3960	NP_006073.2
MINK1	11366	NP_722549.2	NEFM	1205	NP_005373.2
MYB	1810	NP_001123645.1	RQCD1	8828	NP_005435.1
MINK1	11366	NP_722549.2	MAP1B	1139	NP_005900.2
MINK1	11366	NP_722549.2	SPTBN2	5404	NP_008877.1
TMPRSS11A	7123	NP_872412.3	ZBTB17	4968	NP_003434.2
MINK1	11366	NP_722549.2	ABI1	4336	NP_005461.2
LYN	1301	NP_002341.1	ACTB	32	NP_001092.1
DHX9	4386	NP_001348.2	TOP2A	536	NP_001058.2
MINK1	11366	NP_722549.2	KIFAP3	3499	NP_055785.2
MINK1	11366	NP_722549.2	PKP4	5043	NP_003619.2
MINK1	11366	NP_722549.2	CASKIN1	10809	NP_065815.1
MINK1	11366	NP_722549.2	CALM3	243	NP_005175.2
YBX1	1095	NP_004550.2	SLC6A4	1640	NP_001036.1
HSPG2	804	NP_005520.4	ECM1	3727	NP_004416.2
YWHAE	5457	NP_006752.1	TOP2A	536	NP_001058.2
ZNF346	5606	NP_036411.1	ILF3	4420	NP_060090.2
NR0B2	5219	NP_068804.1	ESRRG	4274	NP_001429.2
NR0B2	5219	NP_068804.1	EID1	6907	NP_055150.1
NR0B2	5219	NP_068804.1	DDX20	5859	NP_009135.4
NR0B1	8362	NP_000466.2	NR5A1	1702	NP_004950.2
TRPV2	5980	NP_057197.2	RAG1AP1	17427	NP_061333.2
SIGLEC10	7307	NP_149121.2	PTPN6	1475	NP_536859.1
HDAC2	5521	NP_001518.2	TOP2A	536	NP_001058.2
PAAF1	7761	NP_079431.1	PSMC4	4085	NP_006494.1
PAAF1	7761	NP_079431.1	PSMC1	4084	NP_002793.2
PAAF1	7761	NP_079431.1	PSMC6	4086	NP_002797.3
PAK1	3995	AAC24716.1	FLNA	2060	NP_001104026.1
ITGB3BP	9267	NP_055103.3	MTA1	4633	NP_004680.2
ITGB3BP	9267	NP_055103.3	ESR1	589	NP_000116.2
ZDHHC3	15718	NP_001128652.1	GABRG2	663	NP_944493.2
GPRASP1	2333	NP_055525.3	ADRB2	187	NP_000015.1
TOP2B	537	NP_001059.2	TOP2B	537	NP_001059.2
GPRASP1	2333	NP_055525.3	ADRB1	181	NP_000675.1
GPRASP1	2333	NP_055525.3	CHRM1	338	NP_000729.2
ABHD5	11986	NP_057090.2	PLIN1	1364	NP_002657.3
ABHD5	11986	NP_057090.2	PLIN2	57	NP_001113.2
GPRASP1	2333	NP_055525.3	CHRM3	329	NP_000731.1
GPRASP1	2333	NP_055525.3	CHRM4	330	NP_000732.2
GPRASP1	2333	NP_055525.3	CHRM5	331	NP_036257.1
NCOA6	5599	NP_054790.2	NR1H3	7211	NP_005684.2
GPRASP1	2333	NP_055525.3	TACR1	1208	NP_001049.1
GPRASP1	2333	NP_055525.3	TACR2	1207	NP_001048.2
TP53	1859	NP_000537.3	TOP2B	537	NP_001059.2
GPRASP1	2333	NP_055525.3	TACR3	1209	NP_001050.1
GPRASP1	2333	NP_055525.3	OXTR	1328	NP_000907.2
NCOA6	5599	NP_054790.2	NR1H2	2660	NP_009052.3
GPRASP1	2333	NP_055525.3	AGTR1	107	NP_114038.1
GPRASP1	2333	NP_055525.3	MLNR	4197	NP_001498.1
HHEX	6829	NP_002720.1	PSMA3	1463	NP_002779.1
GPRASP1	2333	NP_055525.3	F2R	1763	NP_001983.2
GPRASP1	2333	NP_055525.3	F2RL1	2960	NP_005233.3
GPRASP1	2333	NP_055525.3	CXCR2	907	NP_001548.1
HDAC1	3143	NP_004955.2	TOP2B	537	NP_001059.2
GPRASP1	2333	NP_055525.3	GLP1R	677	NP_002053.3
GPRASP1	2333	NP_055525.3	VIPR1	1890	CAA53046.1
AR	2437	NP_000035.2	APOL2	6263	NP_663612.1
GPRASP1	2333	NP_055525.3	GRM1	5129	NP_000829.2
ELAVL2	3396	NP_004423.2	ELAVL4	1343	NP_001138247.1
ELAVL2	3396	NP_004423.2	ELAVL3	16024	NP_001411.2
PLEKHM2	11440	NP_055979.2	KLC1	2489	NP_001123579.1
SUMO1	3554	NP_003343.1	TOP2B	537	NP_001059.2
IKBKG	2217	NP_001093326.2	IKBKB	4462	NP_001547.1
IKBKG	2217	NP_001093326.2	CHUK	2811	NP_001269.3
HERC1	6894	NP_003913.3	PKM2	1529	NP_872270.1
GPRASP1	2333	NP_055525.3	GRM8	3071	NP_000836.2
GNG4	11978	NP_004476.1	GNB4	9973	NP_067642.1
GNG4	11978	NP_004476.1	GNB3	743	NP_002066.1
PPP2CB	1487	NP_004147.1	MID1	2047	NP_000372.1
JKAMP	12623	NP_057559.2	MAPK8	3100	NP_620637.1
XPO1	3975	NP_003391.1	TOP2B	537	NP_001059.2
RELA	1241	NP_068810.3	DHX9	4386	NP_001348.2
MYST3	3244	NP_006757.2	SPI1	1305	NP_001074016.1
MYST3	3244	NP_006757.2	RUNX1	1043	NP_001745.2
WIZ	11686	BAD18551.1	EHMT2	6854	NP_006700.3
WIZ	11686	BAD18551.1	EHMT1	7383	NP_079033.4
PRPF40A	10995	NP_060362.3	WBP4	16086	NP_009118.1
SOCS7	12299	NP_055413.1	SORBS3	11535	NP_005766.3
PRPF40A	10995	NP_060362.3	ENAH	12360	NP_001008493.1
CD3E	8923	NP_000724.1	TOP2B	537	NP_001059.2
SAP30BP	17094	NP_037392.1	SAP30	4540	NP_003855.1
IRF5	6240	NP_001092099.1	IRF5	6240	NP_001092099.1
SDCBP	3741	NP_005616.2	SLC6A5	8378	NP_004202.2
SDCBP	3741	NP_005616.2	STX1A	1721	NP_004594.1
STX1A	1721	NP_004594.1	SLC6A5	8378	NP_004202.2
MID1IP1	6732	NP_067065.1	MID1	2047	NP_000372.1
REPS2	2262	Q8NFH8	RELA	1241	NP_068810.3
REPS2	2262	Q8NFH8	CDK5RAP2	9740	NP_060719.4
GRB2	150	NP_002077.1	PNRC1	8412	NP_006804.1
XRCC5	8935	NP_066964.1	TOP2B	537	NP_001059.2
RSBN1	8561	NP_060834.2	PRKACA	3382	NP_002721.1
PRPF40A	10995	NP_060362.3	AKAP8L	10641	NP_055186.2
PRPF40A	10995	NP_060362.3	ZHX1	10379	NP_009153.3
WIPI1	8540	NP_060453.3	ESR2	3390	NP_001428.1
PRPF40A	10995	NP_060362.3	FMN1	7031	NP_940902.1
FPR2	647	NP_001453.1	-	5837	AAK50430.1
GRIA2	4726	NP_000817.2	GRIP2	18994	NP_001073892.1
CSPG4	3105	NP_001888.2	GRIP1	19086	NP_066973.2
PFN2	1451	NP_444252.1	ACTB	32	NP_001092.1
TOPBP1	9678	NP_008958.2	TOP2B	537	NP_001059.2
CSPG4	3105	NP_001888.2	GRIP2	18994	NP_001073892.1
CNKSR2	6473	NP_055742.2	SHANK3	18979	NP_001073889.1
NME1	1131	NP_937818.1	KSR1	18980	NP_055053.1
PAX6	6167	NP_001595.2	SHANK3	18979	NP_001073889.1
EFNB2	2754	NP_004084.1	GRIP1	19086	NP_066973.2
CHEK2	5084	NP_001005735.1	PPP2R5D	9039	NP_006236.1
CHEK2	5084	NP_001005735.1	PPP2R5E	9040	NP_006237.1
CHEK2	5084	NP_001005735.1	PPP2R5A	3384	NP_006234.1
COPG2	5074	NP_036265.3	DRD1	538	NP_000785.1
GPRASP1	2333	NP_055525.3	GRM5	4980	BAA05892.1
CHEK2	5084	NP_001005735.1	PPP2R5C	3385	NP_002710.2
KDR	1867	NP_002244.1	SHC2	19296	NP_036567.2
RALGAPB	11133	NP_065069.1	RALGAPA2	11135	NP_065076.2
CALY	6871	NP_056537.1	DRD1	538	NP_000785.1
GRIA3	2378	NP_000819.3	GRIP2	18994	NP_001073892.1
PDIK1L	15110	NP_690048.1	TNF	1855	NP_000585.2
EPB41L2	9126	NP_001422.1	DRD1	538	NP_000785.1
BACE1	7255	NP_036236.1	LRP1	138	NP_002323.2
CLDN11	3207	NP_005593.2	TSPAN3	15512	NP_005715.1
COPG	9887	NP_057212.1	DRD1	538	NP_000785.1
BUB1	3907	NP_004327.1	EIF4EBP1	3746	NP_004086.1
NPBWR2	2841	NP_005277.2	NPW	19395	NP_001092926.2
PGR	7077	NP_000917.3	PGR	7077	NP_000917.3
CDC42	309	NP_001782.1	FNBP1	10446	NP_055848.1
MEIG1	18975	NP_001074305.1	SPAG16	18089	NP_078808.3
CDC42	309	NP_001782.1	CDC42SE1	16694	NP_064624.1
EIF5A	2555	NP_001137232.1	DOHH	14627	NP_112594.1
DNAJC14	12082	NP_115740.5	DRD1	538	NP_000785.1
SMAD5	4381	NP_005894.3	SUV39H1	2221	NP_003164.1
SMAD1	3356	NP_005891.1	SUV39H1	2221	NP_003164.1
MYBPC3	2980	NP_000247.2	MYBPC3	2980	NP_000247.2
PGR	7077	NP_000917.3	SNW1	4340	NP_036377.1
PACSIN1	5936	NP_065855.1	WASL	5448	NP_003932.3
TRIP4	5140	NP_057297.2	AR	2437	NP_000035.2
CARM1	9158	NP_954592.1	FLII	2647	NP_002009.1
FLII	2647	NP_002009.1	PRMT1	4257	NP_001527.3
GRIN1	15926	NP_015566.1	DRD1	538	NP_000785.1
FLII	2647	NP_002009.1	GRIP1	19086	NP_066973.2
POLH	4913	NP_006493.1	POLI	16094	NP_009126.2
FLII	2647	NP_002009.1	ESR1	589	NP_000116.2
FLII	2647	NP_002009.1	ACTL6A	5389	NP_004292.1
TPM1	1839	NP_000357.3	PKD2	1437	NP_000288.1
NCOR2	2910	NP_006303.3	RARB	7183	NP_000956.2
NCOA3	3570	NP_858045.1	RARA	6769	NP_000955.1
NCOA3	3570	NP_858045.1	RARB	7183	NP_000956.2
NCOA3	3570	NP_858045.1	RARG	1573	NP_000957.1
NCOA1	4070	NP_003734.3	RARG	1573	NP_000957.1
COIL	2605	NP_004636.1	KLC4	13932	NP_958931.1
ZFAND5	5302	NP_005998.1	PSMD6	18370	NP_055629.1
ZFAND5	5302	NP_005998.1	RAD23B	6772	NP_002865.1
PBRM1	7302	AAP34197.1	PBRM1	7302	AAP34197.1
ARID2	16505	NP_689854.2	SMARCA4	4459	NP_001122321.1
RNF5	4057	NP_008844.1	PXN	3937	BAA18998.1
ARID2	16505	NP_689854.2	SMARCE1	4382	NP_003070.3
GABPB1	15975	NP_005245.2	BAI2	4063	NP_001694.2
YWHAZ	3183	NP_003397.1	WEE1	1907	NP_003381.1
EPB41	558	AAD42222.1	DRD2	539	NP_000786.1
PRKCD	1501	NP_006245.2	GAP43	1198	NP_001123536.1
BRCA1	218	NP_009231.2	TRRAP	4310	NP_003487.1
YWHAZ	3183	NP_003397.1	CDK17	9141	NP_002586.2
YWHAZ	3183	NP_003397.1	MARK3	4058	NP_001122390.1
GNAZ	746	NP_002064.1	DRD2	539	NP_000786.1
CCNE2	4801	NP_477097.1	CDK3	446	NP_001249.1
PRKCG	1502	NP_002730.1	YWHAE	5457	NP_006752.1
PA2G4	3685	NP_006182.2	SIN3A	9690	NP_056292.1
MARCH5	7909	NP_060294.1	FIS1	12352	NP_057152.2
CDKN1C	2913	NP_000067.1	CCNE2	4801	NP_477097.1
PFN1	1452	NP_005013.1	ACTB	32	NP_001092.1
GNAI2	764	NP_002061.1	DRD2	539	NP_000786.1
UBC	7038	NP_066289.2	DENR	5182	NP_003668.2
UBC	7038	NP_066289.2	FIS1	12352	NP_057152.2
MARCH5	7909	NP_060294.1	MARCH5	7909	NP_060294.1
NFKB1	1238	NP_003989.2	CHUK	2811	NP_001269.3
TP53	1859	NP_000537.3	KAT5	3245	NP_874369.1
ELAVL2	3396	NP_004423.2	ELAVL2	3396	NP_004423.2
EPAS1	6787	NP_001421.2	EIF3E	3734	NP_001559.1
SMARCA5	4538	NP_003592.2	MAF	1518	NP_005351.2
GNAI3	765	NP_006487.1	DRD2	539	NP_000786.1
SMARCA5	4538	NP_003592.2	CREB1	442	NP_604391.1
CREB1	442	NP_604391.1	SMARCA4	4459	NP_001122321.1
DYRK1A	9018	NP_001387.2	YWHAB	3184	NP_003395.1
DYRK1A	9018	NP_001387.2	DYRK1A	9018	NP_001387.2
CDC42BPA	4562	NP_003598.2	CDC42BPA	4562	NP_003598.2
CDK11B	8909	NP_001778.1	MYST2	7135	NP_008998.1
NOS1	1226	NP_000611.1	VAC14	7660	NP_060522.3
KIF1A	3156	NP_004312.2	KIF1A	3156	NP_004312.2
SSTR5	1677	NP_001044.1	DRD2	539	NP_000786.1
CASP3	2799	NP_004337.2	MDM2	1272	NP_002383.2
VDR	3463	NP_000367.1	HR	3808	NP_005135.2
EGFR	579	NP_005219.2	CAV2	3029	NP_001224.1
EGFR	579	NP_005219.2	CLTA	351	NP_009027.1
EGFR	579	NP_005219.2	CLTCL1	3172	AAC50494.1
CSNK2A1	277	NP_001886.1	HIF1A	4517	NP_001521.1
FYN	655	NP_002028.1	SNX26	15415	NP_443180.2
EGFR	579	NP_005219.2	HOXC10	5710	NP_059105.2
EGFR	579	NP_005219.2	LYN	1301	NP_002341.1
FLNA	2060	NP_001104026.1	DRD2	539	NP_000786.1
EGFR	579	NP_005219.2	S100A7	2645	NP_002954.2
EGFR	579	NP_005219.2	S100A9	472	NP_002956.1
EGFR	579	NP_005219.2	SEC13	2538	NP_109598.2
EGFR	579	NP_005219.2	GAPDH	713	NP_002037.2
SGSM3	15285	NP_056520.2	GJA1	414	NP_000156.1
FAT1	2986	NP_005236.2	HOMER3	7270	NP_004829.3
EGFR	579	NP_005219.2	SFN	3185	NP_006133.1
EGFR	579	NP_005219.2	SLC3A2	1148	NP_001012679.1
EGFR	579	NP_005219.2	ATP1A1	1662	NP_000692.2
EGFR	579	NP_005219.2	ATP1B1	1663	NP_001668.1
KCNJ6	2929	NP_002231.1	DRD2	539	NP_000786.1
SPAG9	10398	NP_001124000.1	KLC1	2489	NP_001123579.1
EGFR	579	NP_005219.2	ICAM1	996	NP_000192.2
SMARCA4	4459	NP_001122321.1	PAX6	6167	NP_001595.2
EGFR	579	NP_005219.2	TUBA4A	1851	NP_005991.1
TRIM11	7429	NP_660215.1	MED15	12117	NP_001003891.1
EGFR	579	NP_005219.2	ALCAM	3389	NP_001618.2
KCNJ9	2959	NP_004974.2	DRD2	539	NP_000786.1
MED15	12117	NP_001003891.1	UBC	7038	NP_066289.2
CHEK1	4356	NP_001265.2	HSP90AA1	777	NP_001017963.2
FAT1	2986	NP_005236.2	HOMER1	9211	NP_004263.1
LRP6	4617	NP_002327.2	ANTXR1	5913	NP_115584.1
LRP6	4617	NP_002327.2	ANTXR2	7452	NP_001139266.1
TCF4	3780	NP_001077431.1	EP300	4078	NP_001420.2
CHEK2	5084	NP_001005735.1	KPNA2	2818	NP_002257.1
EPB41L1	4193	NP_036288.2	DRD2	539	NP_000786.1
DMD	2303	NP_003997.1	KRT19	1007	NP_002267.2
DMD	2303	NP_003997.1	KRT8	1015	NP_002264.1
PRPF4B	9087	NP_003904.3	KLF13	5620	NP_057079.2
RABIF	4566	NP_002862.2	RAB8A	1296	NP_005361.2
F2RL1	2960	NP_005233.3	CBL	1320	NP_005179.2
ESR1	589	NP_000116.2	KAT5	3245	NP_874369.1
TOP2A	536	NP_001058.2	SRPK1	15992	NP_003128.3
DHX9	4386	NP_001348.2	PRPF8	6295	NP_006436.3
DHX9	4386	NP_001348.2	SRPK1	15992	NP_003128.3
NCS1	4500	NP_055101.2	DRD2	539	NP_000786.1
DHX9	4386	NP_001348.2	SSRP1	5061	NP_003137.1
DHX9	4386	NP_001348.2	HNRNPC	1243	P07910
PPP1R9B	4506	NP_115984.3	DRD2	539	NP_000786.1
ANK3	2715	NP_066267.2	FADD	3909	NP_003815.1
LYN	1301	NP_002341.1	CDKN1B	2867	NP_004055.1
ABL1	1809	NP_009297.2	CDKN1B	2867	NP_004055.1
SGK1	4264	NP_001137148.1	CREB1	442	NP_604391.1
CLIC6	10836	Q96NY7	DRD2	539	NP_000786.1
CD4	1740	NP_000607.1	TFRC	1812	NP_003225.2
CCKBR	323	NP_795344.1	PTPN11	1470	NP_002825.3
STUB1	6232	NP_005852.2	SMAD3	4380	NP_005893.1
STUB1	6232	NP_005852.2	SMAD2	3221	NP_005892.1
PRKD3	6151	NP_005804.1	VAMP2	1717	NP_055047.2
DAXX	4424	NP_001135442.1	TCF7L2	3751	NP_110383.2
PRKCD	1501	NP_006245.2	ACTB	32	NP_001092.1
EPB41	558	AAD42222.1	DRD3	540	NP_000787.2
LPAR1	3790	NP_476500.1	ARHGEF11	9302	NP_937879.1
LPAR1	3790	NP_476500.1	ARHGEF12	9207	NP_056128.1
LPAR2	5487	AAC27728.1	ARHGEF11	9302	NP_937879.1
LPAR2	5487	AAC27728.1	ARHGEF12	9207	NP_056128.1
NOTCH1	1827	NP_060087.3	XIAP	2094	NP_001158.2
TRPV4	5667	NP_067638.3	TRPV4	5667	NP_067638.3
GNAI1	756	NP_002060.4	DRD3	540	NP_000787.2
CDC42BPA	4562	NP_003598.2	MYL2	1181	NP_000423.2
LZTS1	5945	NP_066300.1	CDC25C	1146	NP_001781.2
DFNB31	9718	NP_056219.2	MYO15A	4049	NP_057323.3
DFNB31	9718	NP_056219.2	MYO7A	2043	NP_000251.3
DFNB31	9718	NP_056219.2	LRRC4C	12303	NP_065980.1
DFNB31	9718	NP_056219.2	DFNB31	9718	NP_056219.2
LRRC4C	12303	NP_065980.1	LRRC4C	12303	NP_065980.1
CASP8AP2	6048	NP_036247.1	SP100	6844	NP_001073860.1
NLRP1	7364	NP_127497.1	CASP1	977	NP_150634.1
FLNA	2060	NP_001104026.1	DRD3	540	NP_000787.2
NLRP1	7364	NP_127497.1	BCL2	1045	NP_000624.2
NLRP1	7364	NP_127497.1	BCL2L1	2497	NP_612815.1
NLRP1	7364	NP_127497.1	PYCARD	6020	NP_037390.2
PLA2G2A	1397	NP_000291.1	ALOX12	1066	NP_000688.2
ITGB2	2506	NP_000202.2	RDX	1534	NP_002897.1
KAT5	3245	NP_874369.1	ALOX12	1066	NP_000688.2
LATS2	7277	NP_055387.2	JUB	16426	NP_116265.1
PRKACA	3382	NP_002721.1	SPTBN1	1683	NP_003119.2
CSNK2A1	277	NP_001886.1	SPTBN1	1683	NP_003119.2
EPB41L1	4193	NP_036288.2	DRD3	540	NP_000787.2
MAST2	11294	NP_055927.2	SLC9A3	1660	NP_004165.2
TTN	1787	NP_596869.3	ACTN2	19	NP_001094.1
PARK7	3961	NP_009193.2	DAXX	4424	NP_001135442.1
TTN	1787	NP_596869.3	FLNA	2060	NP_001104026.1
GDF11	4895	NP_005802.1	ACVR2B	4106	NP_001097.2
